Iso3,Human Hazard,Infrastructure,Institutional,Natural Hazard,Socio-Economic Vulnerability,Vulnerable Groups,Cluster,0ClusterProb,1ClusterProb,2ClusterProb,3ClusterProb,4ClusterProb,5ClusterProb,6ClusterProb,7ClusterProb,8ClusterProb,9ClusterProb,10ClusterProb,11ClusterProb,12ClusterProb,13ClusterProb,14ClusterProb,15ClusterProb,16ClusterProb,17ClusterProb,18ClusterProb,19ClusterProb
BLZ,0.1,3.8,6.3,5.4,3.7,2.5,5,1.289398338617387e-06,0.08712806897747581,2.5091325020217104e-07,0.012449523760552948,7.63957808377305e-09,0.9004158997747391,7.325131566471936e-09,2.8116466575533564e-07,6.926881603827563e-09,6.341945260666884e-08,6.39692852321972e-09,4.576032244140842e-06,5.670464548196576e-09,3.219187676011388e-11,4.1110166211692475e-09,7.946377365162266e-09,5.107107674423026e-10,4.761926212044912e-18,9.815061461731308e-27,2.0230349486322683e-35
BOL,4.1,4.4,6.1,4.2,4.7,2.0,1,8.004264665928137e-07,0.9917864454134859,1.2666986485902886e-06,1.1896849105914287e-05,9.764386440844804e-07,0.007892481960434298,9.390853405148794e-07,0.0001207606831356283,8.880873252077991e-07,4.194875561910618e-07,8.202137308666529e-07,0.00012103685333727939,7.271528997403509e-07,4.667540574509295e-05,5.273111503886554e-07,1.2257809151390891e-05,1.0801238415535314e-06,6.112119773397546e-16,1.2598017811713378e-24,2.596645004818212e-33
BRA,7.0,3.2,5.2,4.0,3.3,3.3,7,5.2488815926141634e-08,2.1424539875337354e-05,7.346859726722457e-13,1.824848342057168e-12,4.633246789965601e-10,5.0729512047286125e-08,4.471644714569928e-10,0.9995977274389769,4.2290719012591233e-10,0.00034410463790116887,3.906183010045672e-10,3.531116239615192e-05,3.4633854651296137e-10,9.605302395368976e-09,2.512165860987891e-10,2.8576405580742586e-10,1.3167873272169115e-06,2.9137556402420776e-19,6.005697992788725e-28,1.237866617311945e-36
BRB,0.0,1.8,3.1,3.8,2.2,0.6,3,1.748911542393239e-06,0.006923157062657058,7.156089113152832e-07,0.9823750024962838,5.777261272760461e-07,0.01059112296913985,5.555150856324545e-07,1.0139906384796869e-05,5.253449890190257e-07,9.317489766529796e-07,4.851918152139717e-07,3.377476955461072e-07,4.301389404628126e-07,9.247995486821245e-05,3.1191960752707833e-07,2.1963403389712198e-07,1.258122940649857e-06,3.615334173427736e-16,7.451759127884159e-25,1.5359220319991663e-33
BRN,0.0,2.1,4.6,2.6,1.2,0.5,3,2.1114457871909284e-06,5.4725247515136664e-08,2.247072514661661e-09,0.999142846572426,5.037731853573395e-08,0.0005528275962923414,4.7863117923409025e-08,0.00029657018213709367,4.525459644456199e-08,1.411850249484458e-06,4.1784552907664806e-08,1.616780544111292e-11,3.7029886532743356e-08,1.1983666098931891e-09,2.683156179892762e-08,1.3439384354448344e-08,3.911585834852926e-06,3.103526019326391e-17,6.396843897049682e-26,1.3184877970589737e-34
BTN,0.1,4.7,4.1,3.6,5.1,1.2,5,7.111071742992388e-12,1.0425832972673673e-07,2.9294215671523677e-08,2.656784412219096e-09,8.375470316240194e-10,0.999991112894968,8.007186569004663e-10,1.3127698474950527e-07,7.571922976472624e-10,7.132994551239213e-13,6.992703676767941e-10,6.1757006589633616e-06,6.198682771201446e-10,2.155315226141507e-06,4.4941274694567907e-10,9.346232461826845e-11,2.8433753651007194e-07,5.206186228785308e-19,1.0730749604540508e-27,2.2117723418899748e-36
BWA,1.2,4.4,4.8,3.0,3.6,3.1,5,0.014881341426769718,0.0022469861511459762,0.00026119454333293807,0.0002500113518081523,0.0003150285676178272,0.9581256401068535,0.00029795633547963294,0.0023065506587170116,0.00028171389988052546,0.0003364390841910769,0.0002601077477262591,0.0009014929898739716,0.00023050423166125518,0.018590374154036512,0.00016701249022158665,0.00040941627990392514,0.00013822998058718702,1.9315102363327046e-13,3.981139320382881e-22,8.2057397316471e-31
CAF,10.0,9.2,8.0,3.1,9.0,9.0,0,0.9997272016597115,5.386988432043043e-16,2.1869951269074546e-27,1.492965528830346e-54,2.1509379608514535e-18,1.870035954744227e-11,2.070212104690271e-18,5.089423630549518e-20,1.9578003758381717e-18,1.4648106044889774e-21,1.8081884811844425e-18,0.00027279832158701807,1.6030526237526183e-18,5.076861231786698e-21,1.1625201948602791e-18,1.9330475379240488e-20,3.5479106284342177e-16,1.3475832448267472e-27,2.777576086611702e-36,5.72501101252363e-45
CAN,0.1,2.3,2.3,4.6,0.5,3.8,13,5.480485335269751e-09,1.6657749354282767e-07,1.1632033145856945e-16,0.01942351570803352,4.12307279428611e-12,2.345667669032655e-08,3.919510004254942e-12,2.788847052954986e-07,3.705391417776879e-12,3.5108211169021366e-05,3.4206457885379044e-12,5.883403338942589e-08,3.030654303988e-12,0.9805408350819075,2.194813144425008e-12,7.710299952049654e-09,3.480174464532322e-11,2.5350961997011587e-21,5.225222715221766e-30,1.0769986727537068e-38
CHE,0.1,0.6,1.1,2.2,0.3,4.1,3,5.71148491792981e-17,7.2340932765452346e-12,2.341721906728393e-11,0.9999999957282251,3.3504844991390757e-13,2.788867317652322e-12,3.2046198862916284e-13,4.866653465599261e-17,3.030405335447228e-13,1.3478191999271147e-13,2.798574957009393e-13,2.7338887023017267e-15,2.4807757595629677e-13,4.236222202825848e-09,1.798562396449932e-13,3.0908274332145956e-13,6.393639404131141e-17,2.0834296482382744e-22,4.294268566557938e-31,8.851147211692724e-40
CHL,2.7,2.6,3.3,6.2,1.8,2.2,13,7.934972002502325e-06,0.006074695918582421,1.4116547862659058e-05,0.024346160746565586,3.930710081468479e-08,0.00013039438741879682,3.788935012591954e-08,0.0549381970047121,3.582804300624089e-08,0.003901368151904849,3.308529280623015e-08,2.5677522499199228e-08,2.932595670655222e-08,0.9105868815393042,2.1257809874239324e-08,2.7930924927211967e-08,4.296459918864112e-10,2.4614008218498673e-17,5.073325220221527e-26,1.0456902655477856e-34
CHN,6.3,3.3,3.9,7.5,2.7,3.4,7,4.206547862268443e-10,8.676848423657915e-05,0.020982819310824182,1.4621231171832313e-11,1.1187644285718574e-11,2.7237523515840345e-09,1.0787283408344593e-11,0.978337839237535,1.020061799298789e-11,0.0004926731504116745,9.419972712183388e-12,7.380827255637446e-14,8.34991950319234e-12,9.989660122508481e-05,6.053154239418227e-12,6.654026571546505e-13,1.239439389482529e-15,7.010239548202212e-21,1.4449180638920958e-29,2.978198101520767e-38
CIV,6.4,6.7,7.2,3.8,6.1,5.7,0,0.9609226232486696,1.3143391018037252e-05,9.429477262081747e-07,3.2399849760436837e-19,6.04700121494089e-07,0.0023880215990301546,5.790168434747478e-07,9.401295946675084e-08,5.475573198814858e-07,3.663191250021236e-09,5.056903895145474e-07,0.03665016041174627,4.4829216793475753e-07,2.098140262937085e-07,3.2505338256056657e-07,3.2179419211932295e-07,2.1468807214959418e-05,3.766642455334755e-16,7.763628741239405e-25,1.6002031503287913e-33
CMR,6.8,6.9,4.9,3.6,6.0,7.2,11,0.003962436892874393,1.1325305831833428e-11,3.159353911687709e-10,1.7184004121327225e-27,1.7327518898327242e-10,0.0017099659581476633,1.658704703097269e-10,2.125378983945445e-08,1.5686167908194944e-10,1.4387380862290466e-13,1.4487200567966895e-10,0.9943275746088766,1.2843342433104404e-10,6.288691945726541e-12,9.313402915626428e-11,8.970821472295624e-11,4.63036424335274e-13,1.0794566364993411e-19,2.2249259565852313e-28,4.5859141950772955e-37
COD,7.0,8.2,7.9,4.6,6.7,7.9,0,0.9994915914566126,2.2664758584640377e-11,9.307401004098071e-11,5.047131858951024e-32,1.426080494020729e-12,0.00048010337199214407,1.3601979592522987e-12,1.5485505681760034e-14,1.2862466766691176e-12,4.164144948669617e-15,1.1878394998465823e-12,2.830493952741844e-05,1.05294238488106e-12,6.954639480698758e-15,7.633692661844623e-13,5.904637540491208e-14,1.0896615139581543e-10,8.842343710527218e-22,1.822542876978042e-30,3.7565408529362984e-39
COG,3.5,7.0,7.8,3.8,5.5,6.5,5,0.016126551136272035,3.73136893267075e-08,4.9886167910158324e-11,1.306394851211206e-20,1.3613535641246653e-13,0.9838734074616031,1.283410668896572e-13,9.323412376720219e-12,1.213441911757477e-13,3.8665822104441754e-13,1.1203686225815994e-13,4.013770211317317e-09,9.928470557327736e-14,5.4071871698470845e-12,7.193552272067249e-14,2.4212520792299113e-15,8.990372780157183e-12,8.318936966872532e-23,1.7146607064057155e-31,3.534179126264361e-40
COL,7.0,3.2,4.4,6.7,3.6,7.7,9,4.419105044022111e-07,3.285031739624234e-09,0.0005024018979860667,4.276572178947981e-14,7.178174173329271e-12,1.0483757755970832e-10,6.918934852031749e-12,0.001440237072828419,6.543480652598115e-12,0.9980569000261004,6.043735292644601e-12,1.608038068016899e-14,5.35844454161274e-12,4.5946215139046615e-12,3.886459966178282e-12,6.204401512387371e-13,1.5661507839781085e-08,4.506867686668975e-21,9.28934665823155e-30,1.914677051471834e-38
COM,0.3,5.9,7.8,2.9,6.1,4.5,5,2.317189272412205e-11,1.9972733507940163e-07,2.978758332871978e-05,1.877024054250602e-15,8.567589442016282e-13,0.9999690728426828,8.0952123859626e-13,5.2601370829794125e-15,7.654183919188004e-13,9.329076261930442e-07,7.06746807913219e-13,6.909265237510925e-09,6.263495863015728e-13,6.355871422968945e-14,4.5388457378371623e-13,2.3003883717146033e-12,1.5857861665631598e-17,5.251066905793684e-22,1.0823255574517503e-30,2.230839243401504e-39
CPV,0.0,3.7,4.0,2.4,5.1,0.9,5,3.712748499961611e-15,1.065932182153572e-08,7.384622934770037e-13,2.28472083585759e-09,2.697750169422115e-14,0.9999999538430766,2.588723871712544e-14,2.669821887357826e-10,2.447904152772862e-14,1.6535564024006543e-15,2.26052838987856e-14,2.0247329107109455e-08,2.0036976587109625e-14,1.0237962758974899e-10,1.4524771004373306e-14,1.1111108917736493e-14,1.2595300593759446e-08,1.681905359479473e-23,3.466665324285014e-32,7.145329790938693e-41
CRI,0.1,2.2,3.0,6.0,2.4,3.4,1,4.4293023918895536e-09,0.8622340958059834,1.0374729826843825e-07,0.017045694306612617,9.37941328285912e-10,0.001506112667770425,9.052017304466902e-10,2.0326655127588844e-05,8.560433713285992e-10,8.962257373699242e-07,7.906182585364384e-10,1.7419419011334776e-09,7.009146516125519e-10,0.11919274414399218,5.082828539973592e-10,9.21742749977454e-11,1.548505705046338e-08,5.891526943405054e-19,1.2143342101090413e-27,2.502929356019556e-36
