Iso3,Human Hazard,Infrastructure,Institutional,Natural Hazard,Socio-Economic Vulnerability,Vulnerable Groups,Cluster,0ClusterProb,1ClusterProb,2ClusterProb,3ClusterProb,4ClusterProb,5ClusterProb,6ClusterProb,7ClusterProb,8ClusterProb,9ClusterProb,10ClusterProb,11ClusterProb,12ClusterProb,13ClusterProb,14ClusterProb,15ClusterProb,16ClusterProb,17ClusterProb,18ClusterProb,19ClusterProb
GBR,1.4,0.9,2.1,2.3,0.5,3.5,3,5.166638782467009e-10,5.2430549157123546e-11,4.98966168543941e-09,0.9999998646079459,2.005489449741589e-09,2.6916544778625876e-09,1.9202876197891996e-09,6.887083532847223e-11,1.8158943179356627e-09,3.770072756460738e-08,1.676976238874686e-09,7.658855591561714e-11,1.4865435445187392e-09,7.785125359709439e-08,1.077744890971255e-09,1.4542924133216812e-09,6.974910313995273e-12,1.248447139974408e-18,2.5732413449787666e-27,5.303845719616362e-36
GEO,3.3,1.8,4.4,4.4,2.9,6.2,9,2.6616445939616927e-10,9.089243220883744e-08,3.477043965382844e-06,0.00017387663162766556,1.7005448800293104e-10,9.34156839446945e-06,1.6424502730938592e-10,8.667679517206899e-06,1.5533938692850724e-10,0.9997880575549536,1.4348434350372788e-10,1.803296272210341e-09,1.272254153981667e-10,1.6453026713686547e-05,9.229255644671328e-11,9.9577234149123e-10,3.168452175126585e-08,1.0707571238385013e-19,2.206994924553375e-28,4.54895558345074e-37
GHA,1.3,5.7,4.5,3.6,5.4,3.1,5,1.0539880946666401e-07,2.665373254637864e-07,5.457160846017899e-06,3.1110571599991373e-13,1.5980760540452594e-07,0.9986255130778252,1.517988011290533e-07,5.057286371027747e-07,1.4353582153987504e-07,8.812674751748809e-10,1.3254203222566544e-07,0.0011211193476309922,1.1747499450297962e-07,0.0002458468708035319,8.514466852518594e-08,7.42676809091699e-08,3.204249392524863e-07,9.85551678077523e-17,2.03137341136609e-25,4.186972665366335e-34
GIN,4.1,8.4,6.1,3.9,5.4,3.3,5,4.422640884775154e-07,5.5803181470104234e-18,1.0694314736748653e-13,2.5118622288888133e-30,3.40611902515748e-17,0.9999995577327391,3.166754978146204e-17,8.089167137244181e-17,2.993459600291591e-17,1.3284478728626614e-15,2.7630562273368245e-17,3.001099447852616e-12,2.4475919966161347e-17,6.26842866507135e-15,1.771866264905224e-17,5.206830605495505e-14,4.840863574509441e-15,2.0444826779877757e-26,4.2139928777240025e-35,8.685686684858886e-44
GMB,1.6,6.3,4.7,3.1,7.2,2.7,5,1.201646329419618e-16,1.272264064489523e-13,6.214004175652416e-12,1.3135650036742656e-22,3.5982227417186635e-15,0.9999988179700234,3.445898676721438e-15,4.741001391005399e-12,3.2584997126627204e-15,3.094195855942345e-20,3.0091366078866093e-15,1.1756072117454672e-06,2.667325441660923e-15,5.922066318984326e-09,1.9336534224702082e-15,1.0127273191406394e-16,4.895984699674499e-10,2.239434833758951e-24,4.6158192198117107e-33,9.513912505444943e-42
GNB,1.6,7.5,8.2,2.7,6.7,4.2,5,2.6758199292077345e-06,4.210945738070801e-08,2.1327442760438455e-07,2.39188297247284e-23,1.4287368540781818e-12,0.9999970687859657,1.3327490221743623e-12,2.6164696125817085e-19,1.2599423646809026e-12,2.2927379234497813e-12,1.163120495201569e-12,8.856272962773974e-13,1.0305120491613588e-12,3.6638234853146583e-16,7.463019263701285e-13,7.878141369088844e-14,1.0122828328490714e-15,8.620124948072584e-22,1.776740176251553e-30,3.662134450416341e-39
GNQ,2.9,6.4,8.2,3.0,4.2,2.0,5,1.005796047175347e-10,2.0989771554612592e-12,4.0894280118525957e-13,2.383364522633999e-15,4.412671297511061e-19,0.9999999959045951,4.135972482093687e-19,3.416131924386628e-16,3.9101296871526066e-19,3.6884574970344423e-23,3.609774743926858e-19,9.34760551299317e-25,3.1983712511776595e-19,5.189455217297642e-24,2.3165092314166597e-19,1.1378069176585004e-21,3.992314737414341e-09,2.676377902772024e-28,5.516426009290725e-37,1.1370201451974037e-45
GRC,2.0,1.0,3.7,6.0,1.0,4.2,13,4.017794057044489e-08,8.360816464983998e-05,1.95030934753598e-06,0.06373429934402743,2.6352499279917203e-09,3.2200065670661358e-06,2.5442725674714185e-09,0.00012350705021186184,2.405968897348417e-09,0.0023335688822491746,2.2219235462101666e-09,2.690442189081384e-09,1.969625236152239e-09,0.933719789618369,1.4280056243711773e-09,4.143605081405187e-10,1.36789153420175e-10,1.654262914801024e-18,3.409689999304748e-27,7.027894893465797e-36
GRD,0.0,2.7,4.9,1.7,2.0,1.1,3,2.7790471592458267e-05,1.619957732640406e-07,1.170973728652518e-07,0.9926874538241799,2.5967037561775514e-07,0.006831159340865131,2.451776045380751e-07,0.0004485340224981426,2.3180169819721247e-07,1.3900792286512373e-06,2.1401057010875215e-07,1.4525056921525933e-11,1.8963768809413924e-07,7.373709061713469e-09,1.3737795252219522e-07,6.817878526560323e-08,2.0399255808165654e-06,1.5880357566468048e-16,3.273185652363378e-25,6.74653846428873e-34
GTM,4.8,4.6,6.2,6.7,5.3,6.3,2,0.001143486916565546,0.0006701902294900954,0.9973776984255645,1.3033297699079746e-09,1.1563562570281877e-08,4.2270921599581826e-05,1.116400041879537e-08,0.0002729957545136876,1.0558481129388565e-08,0.0004849812444599622,9.752457357824364e-09,6.208365914283884e-09,8.647076279860396e-09,2.8663717142517186e-06,6.272371649749344e-09,1.8118301804741857e-07,5.263483429509771e-06,7.27572574494998e-18,1.4996388475081972e-26,3.090986042893872e-35
GUY,0.7,4.4,6.0,3.9,4.6,1.2,5,3.5275332280977203e-08,0.01572669235607119,1.328914199247239e-05,0.0005728860423424002,1.101262709463209e-06,0.9836695666832053,1.0516507763381457e-06,1.398849996469619e-08,9.944545795107827e-07,8.152748789933921e-08,9.183469910076429e-07,7.060971696449475e-06,8.140248886328682e-07,1.566818360525377e-09,5.901106130094911e-07,4.863049723958675e-06,3.9546271357624615e-08,6.834005254277482e-16,1.4085934685600055e-24,2.903327530268368e-33
HND,3.8,4.3,5.9,6.5,5.6,5.1,2,2.989332947489806e-05,0.0032109439270071156,0.9963541663957242,1.8915516048841903e-09,3.608306029927063e-09,0.0003798208041379703,3.4818202423694644e-09,2.2140162124904086e-06,3.293035424594169e-09,2.2550040186514786e-07,3.041727226206214e-09,2.5711516932993855e-10,2.6970618979967716e-09,2.13220402072811e-06,1.9565299192237317e-09,1.2380918312869262e-06,1.934550404159497e-05,2.269960321550282e-18,4.678736939559013e-27,9.643595591417923e-36
HRV,0.1,1.4,4.5,4.8,1.3,0.9,3,1.5241831807325701e-06,0.0008806057725456386,9.018680947737355e-09,0.9982199635440627,1.6334110825631548e-07,0.0008640485883573323,1.571123652343663e-07,3.085388057560811e-05,1.4856945969407424e-07,4.182932823939321e-07,1.372015672460034e-07,6.621975036345919e-08,1.2161872526664352e-07,1.5586082628576224e-06,8.81695554360871e-08,1.2623544255262953e-07,9.643077493120675e-09,1.0212200232265827e-16,2.104891350177896e-25,4.338504431262673e-34
HTI,5.3,6.8,7.7,7.0,7.4,5.0,2,8.053751421275033e-05,0.0005996649796679972,0.9993146901658022,1.184391566145913e-16,7.892157906754192e-09,4.199161088483633e-06,7.612254438887052e-09,1.2751114125128754e-12,7.1994377832709515e-09,3.1363178173631904e-12,6.649914992421381e-09,2.0697559981717473e-09,5.896279084960109e-09,1.7974814861007046e-11,4.277154091623772e-09,8.535746089750279e-07,1.2985278723735127e-08,4.961776309792006e-18,1.0226983214664735e-26,2.1079383499543417e-35
HUN,0.1,1.1,3.1,3.6,1.3,1.7,3,1.492615678003566e-06,0.00024053298777241565,2.055284498249997e-06,0.9994353404229667,2.2282187514085833e-06,5.1096387304880624e-05,2.140372359424029e-06,8.672575329227898e-07,2.024067504021252e-06,0.00011973317823020349,1.869289047045578e-06,1.4400773110061365e-07,1.6570969306712777e-06,0.00013566610056748752,1.2015191311351766e-06,1.531641040266653e-06,4.1955295270395387e-07,1.3922005998661081e-15,2.869539309573225e-24,5.914561342661944e-33
IDN,6.6,4.4,4.5,7.7,3.5,2.8,7,1.2842953156840915e-13,8.951882183719295e-05,0.00083934789802463,4.624081700721847e-13,2.470178555718899e-13,5.560695212026843e-09,2.3856823182420925e-13,0.9990397232158384,2.255966262579989e-13,2.4019640972240806e-06,2.0833546263519759e-13,6.95552612643454e-14,1.8467411706532649e-13,2.9002537599014155e-05,1.3388357524838294e-13,9.442964166557987e-15,1.8354975864470793e-18,1.5507282094783832e-22,3.1962890663804626e-31,6.588042787536838e-40
IND,7.0,4.9,3.6,7.7,4.6,5.2,2,3.2913586284718134e-08,9.871313751799605e-08,0.9587292841438627,1.4053411993527715e-19,1.2904483307730166e-13,1.6528143780326373e-08,1.2464932182874263e-13,0.04127040847519131,1.1788507050724633e-13,1.591450453714185e-07,1.0888159900549227e-13,1.2191528899134968e-15,9.653538013426634e-14,8.037798986486153e-11,7.001630194753623e-14,5.68535766933639e-15,1.0831643735853612e-15,8.119178925577194e-23,1.6734875053684394e-31,3.449314833798961e-40
IRL,0.0,1.2,2.6,2.2,0.4,2.2,3,4.7485044339481394e-08,1.7559150535248567e-10,1.7558411641615967e-09,0.9999947274810139,1.726586585019204e-08,5.35596367771019e-09,1.6417543085154315e-08,1.4930956280696553e-08,1.5523186662271648e-08,1.505937214569289e-07,1.4333379277567148e-08,3.930853021607986e-11,1.2702970727168539e-08,4.925942988465503e-06,9.205385585930383e-09,3.925592040531718e-08,1.535318930434888e-09,1.065038318831117e-17,2.1952075888893875e-26,4.5246600738479927e-35
IRN,6.1,3.3,5.4,6.7,2.3,6.8,7,2.7093204426242625e-08,3.211966712346761e-11,5.074774287555599e-07,4.8061393176305486e-08,8.201036993012449e-12,1.5108463911429385e-07,7.924341672386626e-12,0.9997699302694574,7.493243858779774e-12,0.00022521122792610758,6.919627995346997e-12,1.0529121127211406e-07,6.1334000938642115e-12,3.988407570150129e-06,4.446010389104818e-12,2.841358621098951e-13,3.1013648072811524e-08,5.1480363264443295e-21,1.0610893722680485e-29,2.1870682033833017e-38
IRQ,10.0,4.6,8.2,5.3,4.1,7.3,16,2.0755528086720751e-10,6.50521765357252e-23,6.104364046578266e-16,5.137562508095465e-22,1.8054747765350277e-16,1.7547190331649904e-14,1.7501796088151694e-16,0.0029572726992180367,1.655353880483732e-16,2.131049728600445e-17,1.529110577425909e-16,1.6960319349170286e-09,1.3559468179656287e-16,4.84399389993362e-15,9.838054308332949e-17,1.4767083024557552e-16,0.9970427253971698,1.1418987378275731e-25,2.3536287199343964e-34,4.8511903619726195e-43
ISL,0.0,1.5,2.3,2.2,0.2,1.2,3,9.796535156936388e-07,2.2134064733536985e-12,3.9855450563512126e-10,0.9999968485795908,1.8079095925582166e-09,6.489486167132094e-09,1.7142509459172936e-09,3.528351513220898e-08,1.6207879214796507e-09,1.4434366377056803e-07,1.496463279041673e-09,3.405704443338226e-12,1.3261254941270839e-09,1.922464324548434e-06,9.608143833556149e-10,5.188476599617305e-08,1.9706128158630156e-09,1.1110850015348753e-18,2.2901168757439896e-27,4.7202826942515554e-36
ISR,4.6,0.9,3.1,4.6,0.6,3.2,9,2.1787642368038515e-07,1.87978463797547e-08,2.0261448938469802e-05,7.145352067759301e-06,1.2877889264604253e-07,1.0696418007418532e-07,1.2425746455296155e-07,0.0005305291019630715,1.1751081172656672e-07,0.9994341470743231,1.085314186375774e-07,1.1130109192372729e-07,9.621943456346882e-08,6.776196761503948e-06,6.977863748820278e-08,2.494619688138406e-08,1.5863547776589287e-08,8.089021038124261e-17,1.6672715014709392e-25,3.4365026948484518e-34
ITA,0.6,0.8,3.4,5.2,0.7,4.0,13,3.009211227625808e-10,0.00010929013442582711,7.539302290921886e-09,0.3336086426277341,1.073830587942088e-09,1.9494321689581062e-06,1.035812153401068e-09,4.466132389317642e-06,9.795105344020932e-10,0.0012426034866563213,9.04587378317109e-10,3.0648296892598124e-08,8.018777804108223e-10,0.6650330041675587,5.813816198325921e-10,1.2821656521168684e-10,2.5329663098916785e-11,6.735252290212669e-19,1.3882389655997403e-27,2.8613737727587822e-36
JAM,1.5,3.1,4.1,5.4,3.7,0.7,1,5.872122932660449e-08,0.9173571732462367,1.2064706681173343e-06,0.007631449322523391,2.3981715488462673e-08,0.07354241569808351,2.313171556718936e-08,0.00021003864136561883,2.18766390062295e-08,1.3722472294464969e-10,2.0206050532349836e-08,2.8296700814176935e-08,1.7915152904437936e-08,0.0012574824269729428,1.2994164100795703e-08,1.2690879180546228e-08,1.4242678095758673e-08,1.5069587619517328e-17,3.10607351106342e-26,6.402094668894458e-35
JOR,2.9,2.7,5.6,4.2,4.0,7.8,9,2.2009875927363194e-18,5.670682834581394e-12,7.644594712401503e-10,8.349454059268708e-07,3.861578944970453e-17,8.470092293063368e-06,3.742552509831897e-17,7.344083063450767e-07,3.539849736901628e-17,0.9999857004075486,3.269975032216337e-17,4.340511202504451e-11,2.8997733290381155e-17,4.259332909157821e-06,2.1040914483096242e-17,5.253132206268965e-16,5.710868505692473e-16,2.442713583677728e-26,5.034807951585019e-35,1.037751264770121e-43
JPN,0.9,0.8,2.1,8.1,0.4,2.5,13,8.413586010684125e-10,0.0019506303994502809,3.0043542124766304e-16,5.0680813175822695e-05,1.0273983634926998e-17,1.3488973682889479e-08,9.934273102918164e-18,6.306033145947343e-08,9.392510698433175e-18,1.2364439221080052e-10,8.67188067304192e-18,1.574200179350248e-20,7.684585311651006e-18,0.9979986112730651,5.567375681327396e-18,1.1119257985626616e-19,2.179868641743883e-20,6.437113363153476e-27,1.326787952646986e-35,2.7347137948086216e-44
KAZ,0.4,2.4,4.9,4.0,1.1,0.3,3,6.835611939665978e-07,2.2537306847041135e-06,3.1370947510366336e-11,0.9897246607261375,4.027506531371704e-09,0.007951348988076064,3.843229292668076e-09,0.002310956204550048,3.6337476467123656e-09,6.607526143460477e-07,3.35508479887094e-09,5.605240163072268e-11,2.9732688263241615e-09,9.790139130750865e-10,2.1543433525839783e-09,6.09696040889062e-10,9.414373429904624e-06,2.4916674969629946e-18,5.1357094872633865e-27,1.058548621347455e-35
KEN,6.5,7.1,5.2,5.1,5.4,6.4,11,0.004832554617719711,8.450768894453404e-11,8.6461493497604e-06,1.6672660067299545e-24,3.0797001116371024e-09,0.010219292885963353,2.9449093241225393e-09,2.522598041783873e-07,2.784776686444393e-09,8.8450223180308e-09,2.571691953137091e-09,0.9849391662725616,2.2796020366039445e-09,4.1622440373737974e-10,1.6526260306427003e-09,6.313255429309815e-08,2.2986761123052768e-11,1.914119088265203e-18,3.9452934925520155e-27,8.131855973764253e-36
KGZ,4.7,3.5,5.3,5.2,4.0,1.0,1,3.5705703999578805e-12,0.999528180650438,1.0908025009914166e-10,9.556005959853658e-08,3.214187857746586e-11,1.7607482144778048e-06,3.10050150527167e-11,0.000451827761169992,2.9322651464092385e-11,3.696494098050072e-10,2.7083333768395126e-11,1.1164705189062635e-09,2.401256380499357e-11,1.813342318446102e-05,1.7416489262535832e-11,9.569964383277797e-11,1.4811807708058106e-12,2.0197539541344784e-20,4.1630231790002414e-29,8.580630305699588e-38
KHM,3.2,5.3,7.0,5.8,5.7,1.6,1,3.725825928960626e-10,0.9957156602367603,3.82593651302424e-05,1.187531332745257e-05,2.164604047357771e-08,0.004233126242328666,2.0831300291284353e-08,1.0552228095923297e-10,1.970052597633348e-08,1.144235489609429e-13,1.8195483303457124e-08,2.836763558893894e-08,1.6131770720305107e-08,1.6679676206954636e-09,1.1699453583101266e-08,9.400850405363262e-07,3.9015940841754844e-11,1.3564438684392958e-17,2.795839193068324e-26,5.762654080553672e-35
KIR,0.0,5.1,5.5,3.8,5.6,2.5,5,3.9270482829907114e-11,3.3797355645187774e-05,1.6423148143526667e-05,7.219329175023029e-11,4.4802184510374957e-08,0.999863684608695,4.270750562834936e-08,3.7048824310853373e-10,4.03845410167134e-08,1.4909832925394015e-08,3.729355093131488e-08,8.571399859594663e-05,3.30567491646843e-08,8.29803210078377e-09,2.3963283731372747e-08,5.3417720569815626e-08,8.157356746835415e-08,2.7750018756435442e-17,5.719705168248762e-26,1.178919102682703e-34
KNA,0.0,1.8,4.0,2.8,1.7,1.0,3,1.342623512072639e-06,8.016368833044241e-06,9.44815239390818e-08,0.9997520267003853,1.043957478147141e-06,0.0001953006662865286,9.972839824819064e-07,9.926321954663561e-06,9.430185522156933e-07,2.6590088926004477e-05,8.708154147983042e-07,2.6736887445507434e-08,7.718538705659415e-07,2.79452780897314e-07,5.594790989411355e-07,8.238811018754871e-07,3.862694101350612e-07,6.477421014878373e-16,1.3350959788854663e-24,2.7518379131853752e-33
KOR,1.8,0.9,2.6,5.9,0.4,2.1,13,1.7773390748385006e-06,0.00036889608922410647,5.443005051080181e-07,0.029010008393104046,1.0335064773552603e-08,1.1797898400006396e-06,9.971852723297889e-09,2.518292481561941e-05,9.429355159954087e-09,0.001965764110061685,8.707513666878643e-09,2.6594057511995757e-10,7.718123900927478e-09,0.9686265919589632,5.594726624885559e-09,3.03883112247903e-09,3.300309196922833e-11,6.478056457099411e-18,1.3352269532892017e-26,2.7521078715521207e-35
KWT,0.5,1.2,5.6,1.5,1.9,1.1,3,4.514970106636862e-09,2.7265008340595317e-11,5.478475778898425e-11,0.9811610089098163,1.768641877238587e-10,0.018834658916662975,1.6930447094368772e-10,3.835160192407057e-06,1.6009052487002022e-10,4.605354747387935e-07,1.4783113510634475e-10,5.510119707647469e-11,1.310289357549087e-10,7.47896444938917e-13,9.497284606502583e-11,3.077536795814376e-08,1.695241338696944e-10,1.0994453610980246e-19,2.2661257886965007e-28,4.670833378277441e-37
LAO,2.7,5.3,6.3,4.9,5.2,2.5,5,2.4036269084396744e-05,0.48076803805682344,0.0035883438903573563,2.024240253748923e-06,2.5094286406916105e-05,0.5151204384138506,2.404559120350693e-05,6.444972438365072e-07,2.2738893775776322e-05,3.8411091185634834e-07,2.099995802281465e-05,0.00030581781704361246,1.861601090641593e-05,2.015004454764226e-06,1.349778250927895e-05,6.12023435713548e-05,2.062833564710783e-06,1.5639223895688337e-14,3.223484298470265e-23,6.644096338671701e-32
LBN,5.5,2.4,5.7,5.3,3.6,7.8,9,3.937212409779162e-10,1.5590906016550246e-14,5.432863590013265e-09,3.0229555060748734e-09,1.6134955642501775e-14,1.7291398611382052e-09,1.559442141191893e-14,8.408906472621824e-05,1.4749243346094472e-14,0.9999158618298016,1.36240887965708e-14,2.0839224832646956e-12,1.2080839195069687e-14,3.4333666208141255e-08,8.764626263866539e-15,1.828751004950695e-12,4.189116682106829e-09,1.0171203147419654e-23,2.0964412211886016e-32,4.3210874172862075e-41
LBR,2.2,7.9,7.3,4.0,7.6,4.3,5,5.604350417743242e-08,1.0018511208056651e-07,8.264102965342894e-06,1.1844337267318705e-25,2.5672026256168513e-09,0.9999733445930402,2.426950919451624e-09,1.3866393196331296e-17,2.294749984033607e-09,2.484517624152208e-10,2.1188748797120518e-09,1.8221637049217042e-05,1.8778680521607182e-09,1.9209691954623493e-12,1.3608440457510264e-09,5.375619503648476e-10,3.904000163129078e-12,1.5745238394991029e-18,3.2453355153918324e-27,6.689135053584369e-36
LBY,10.0,3.8,8.4,3.7,2.6,5.8,16,3.141782809397123e-24,5.078636182698485e-35,6.175214113353634e-28,3.052886128065006e-25,2.4060569170660032e-26,5.6733314387704023e-14,2.3447103138300472e-26,0.0004949826626422886,2.2178503708774597e-26,7.759307555342837e-34,2.048927573515375e-26,1.1804570424169372e-16,1.8171627345711943e-26,4.402911657481252e-21,1.3188530616773994e-26,6.610054990937084e-29,0.9995050173373018,1.532048795761979e-35,3.157787925144703e-44,6.508686020810477e-53
LCA,0.0,2.7,4.9,2.6,2.8,0.8,3,8.886930954547481e-07,0.00021656133402952294,7.147652632996694e-07,0.947473337765143,1.948449422274591e-06,0.05226367031864778,1.856844095866255e-06,1.2176614285060054e-05,1.7557598082146927e-06,1.9202495153095165e-05,1.6212700628006866e-06,1.7494366682840144e-07,1.4369542832738102e-06,1.832406229511404e-08,1.0414677994525071e-06,3.13953267555178e-06,4.5446850479718923e-07,1.2054334433203778e-15,2.4845835083035786e-24,5.12110829839557e-33
LIE,0.0,0.7,1.5,1.3,0.0,1.3,3,2.120588979252301e-09,6.9366125443148625e-15,2.130114558313751e-11,0.9999999977318828,4.91032906808328e-12,4.668087022133012e-11,4.673511583194565e-12,6.063605750298958e-13,4.4190610962415726e-12,1.1204041799023458e-11,4.080527464109522e-12,2.060505245056726e-15,3.6165833073582278e-12,3.246670800327279e-11,2.621137314126588e-12,1.0868303733955832e-11,7.1038707777705e-14,3.033589491155885e-21,6.2526939686749656e-30,1.2887762823545664e-38
LKA,2.9,3.3,4.7,5.2,2.6,3.4,7,0.005781849439465601,0.05593332406063759,0.0028003986167500945,0.1372190945584001,0.00014836119966067256,0.017682761456638812,0.00014251086040722132,0.5591441705283408,0.00013476012383260727,0.0381153295547723,0.0001244466752824176,0.0012678894930792184,0.00011030983262087984,0.1809420948808661,7.996686161488147e-05,0.0001351551439167167,0.00023757671362126346,9.260874463778142e-14,1.908808494794064e-22,3.9343475435897984e-31
LSO,2.1,6.2,7.4,2.2,6.8,2.5,5,5.524445012254158e-10,5.067389171486813e-06,1.6981290243853806e-08,6.87318471573359e-14,1.3581608511016548e-10,0.9999946957351609,1.2886470108368685e-10,3.187442333453206e-15,1.2183695031125863e-10,4.4200034479184135e-10,1.1248896060471548e-10,2.1292131628238457e-07,9.968185790767465e-11,1.1650056349242417e-10,7.221782965057935e-11,5.190280286926298e-09,8.570864225163019e-13,8.349907175434219e-20,1.7210441421617652e-28,3.5473363679966344e-37
LTU,0.0,1.0,3.6,1.7,1.1,1.2,3,1.1104976304039989e-07,4.629753091289515e-09,1.4832709669830007e-09,0.9999881427293398,2.920416578105964e-08,6.944046044354586e-06,2.7882233887554533e-08,4.4516540250252305e-07,2.6364607095162552e-08,4.182739786725215e-06,2.434540401751583e-08,7.746619293304982e-11,2.1578040386145935e-08,1.5365485731811237e-09,1.5639786554132664e-08,1.3700265868306903e-08,7.828121393682108e-09,1.8103815041992164e-17,3.731474395369166e-26,7.691141967058769e-35
LUX,0.0,0.7,1.8,0.7,0.5,2.0,3,6.922672225671683e-11,3.6255946469901545e-14,1.385528812002738e-12,0.9999999997767697,1.2915604679420306e-12,1.446764384835459e-10,1.2286293444412475e-12,2.62733646345787e-13,1.1617148584562475e-12,3.5466018854430894e-13,1.0726923067704096e-12,2.8190643099040543e-16,9.50698264475413e-13,6.655213450034916e-13,6.88973629671737e-13,2.1562430701130114e-13,1.217242423424079e-14,7.972359019497831e-22,1.6432256672381885e-30,3.3869405365149924e-39
LVA,0.1,1.4,3.7,2.0,1.3,1.0,3,3.84434581276952e-07,3.6083502881188374e-08,4.4894649232973e-09,0.9999753995543212,7.979102833177214e-08,1.634565307319717e-05,7.612740057597219e-08,2.2274745544154456e-06,7.198350039072951e-08,5.123396050377067e-06,6.647009216881383e-08,3.006171658457526e-10,5.891393901220071e-08,9.680784606879297e-09,4.2700203992087896e-08,3.742581964900821e-08,3.5521065480734113e-08,4.942549606901464e-17,1.0187354026328112e-25,2.0997701654448865e-34
MAR,4.1,3.9,5.6,4.9,4.5,1.7,1,2.23107648891362e-08,0.9997488763334013,1.2992275773297227e-07,1.6812150113441326e-06,2.1601308981340356e-08,0.0001408067796407101,2.0811161980117072e-08,7.251980202769522e-05,1.968159900916577e-08,7.799537879237788e-09,1.8178147679239125e-08,5.619117224804497e-07,1.6116578129807477e-08,3.489240437354258e-05,1.1688711005158303e-08,3.7985074496196944e-07,1.359251082511918e-08,1.3552830464560483e-17,2.7934465606327654e-26,5.757722497541951e-35
MDA,1.7,2.3,6.3,4.1,2.7,1.2,3,2.0366383678803785e-08,5.199274074257312e-06,2.4477903840186547e-07,0.9869403024059574,1.3869054602669192e-08,0.013048967304030674,1.3341434960995736e-08,1.4669448276703122e-06,1.261670898885405e-08,3.096573418313607e-10,1.1652202958449265e-08,3.216953106467547e-08,1.0329846036618144e-08,5.504891093598597e-10,7.490440833963466e-09,3.692986775458798e-06,3.6095464948253077e-09,8.680789480240463e-18,1.7892440682816147e-26,3.687906892768654e-35
MDG,0.6,8.1,6.1,6.1,6.1,3.9,5,2.232140224126579e-07,1.0583654785883923e-10,1.2643236956532039e-23,1.774132936239068e-28,3.8072813022529705e-17,0.9999997686471681,3.56497696679612e-17,5.0809210734906e-15,3.369920345195269e-17,6.0760700117805906e-09,3.110578895312491e-17,1.956762721427477e-09,2.755482802462349e-17,1.557432468033751e-20,1.9948254815087647e-17,4.705468050464507e-17,1.3532145456395775e-13,2.3019553471349204e-26,4.744683602413294e-35,9.779521794447603e-44
MDV,0.2,1.5,6.1,3.2,2.8,0.8,3,9.897658819602847e-10,6.377963271451417e-08,5.8772019072881906e-08,0.5438458747262007,6.605727135589233e-10,0.456020351022649,6.352516681347207e-10,1.4537805602262287e-09,6.007392024493702e-10,8.007653723301362e-09,5.548089062748724e-10,1.8751322081602773e-07,4.918391063846947e-10,7.596303267731661e-13,3.5663447629562526e-10,0.00013345042860094729,5.870586108270588e-12,4.1327595879935513e-19,8.518252395455869e-28,1.755742678175538e-36
MEX,9.0,3.0,5.7,6.8,3.3,4.1,7,1.7679857158892207e-12,7.48198097727987e-08,2.434829905505088e-09,5.8543193754524865e-21,2.694950919399882e-13,2.0798168778921238e-16,2.582790527699479e-13,0.9999990319028355,2.4424269112680315e-13,8.897451404019577e-07,2.2556343724867625e-13,1.3412827572824179e-14,1.9995589797789183e-13,7.765888954176335e-10,1.449787351746349e-13,4.882874802570971e-13,3.171832142047066e-10,1.6797409270819126e-22,3.4622040966105533e-31,7.136134515356845e-40
MHL,0.0,4.2,7.7,3.6,5.3,2.2,5,6.150011893668067e-13,3.7874167944478386e-08,0.0002487436969292585,8.863102513964417e-06,4.1960555357059386e-12,0.9997417705453508,4.017469705892172e-12,2.7137486169653055e-16,3.799164581484106e-12,3.488861708253077e-10,3.5086444100109756e-12,8.075335452417702e-08,3.1103588290987468e-12,1.3639624359960095e-17,2.2552389218521365e-12,5.036572942669726e-07,2.1376491333447716e-16,2.6131330836105715e-21,5.3860687211943704e-30,1.1101515055402885e-38
MKD,1.8,2.3,4.7,3.7,2.3,1.0,3,2.2743258198628264e-06,0.002040443828926443,6.221467772453599e-07,0.9919256740070773,2.663302786249054e-06,0.004860926503183777,2.5580484104852783e-06,0.0011025218125507964,2.4190315336022413e-06,3.78486509717225e-05,2.2340307815100158e-06,1.1967650517409614e-06,1.980411000641034e-06,9.567005490541476e-06,1.4359085275162823e-06,4.489777704920983e-06,1.1444434042770745e-06,1.6636728408920942e-15,3.429085302554804e-24,7.06787159301798e-33
MLI,8.0,7.3,5.9,3.7,7.0,5.1,11,1.4213042246754212e-05,8.102561809543623e-08,6.01618508308643e-14,3.1029711799239465e-31,2.2325746647377117e-12,1.0521220819474859e-05,2.151637964751381e-12,7.912081108163187e-08,2.034915729934927e-12,3.688339558282533e-13,1.8795471165101796e-12,0.9999751055248622,1.6664813626642123e-12,5.305222854488088e-11,1.2087759154068073e-12,6.900334831373349e-14,9.182778603230939e-13,1.4019902117859488e-21,2.889717203647385e-30,5.956151082126075e-39
MLT,0.0,0.7,3.8,2.5,0.8,3.2,3,2.166040855502686e-10,3.022117826334221e-09,2.9310055437563162e-08,0.9999083184574662,2.426139102336138e-08,1.1275777330015355e-06,2.3233347372111015e-08,8.389848188350652e-07,2.1970012651266016e-08,6.316282282912766e-05,2.02889219365891e-08,5.275076392228871e-09,1.7984533541266612e-08,2.6382630800945867e-05,1.3038119008114166e-08,1.0586587122839146e-08,3.3958579877229054e-10,1.5101135211244187e-17,3.1125759543555023e-26,6.415497203440694e-35
